ESCOLARIDAD,TIPO_VIVIENDA,Edad,RangoEdad,CLIENTE_CDE,SEGMENTO_CLIENTE,COMPROBANTE_INGRESOS,APROBACION_TC,Producto
LICENCIATURA,RENTA,51,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,27,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,34,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,37,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,57,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,32,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,31,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,48,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,40,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,47,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,52,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,38,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,37,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,60,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,51,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,47,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,41,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,51,adulto mayor,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,47,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,53,adulto mayor,NO_CLIENTE,ALTO_B,DECLARACION ANUAL,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,53,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,25,joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,27,adulto joven,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,58,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,59,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,45,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,57,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,46,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,35,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,36,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,48,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,56,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,54,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,46,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,43,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,45,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,39,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,60,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,27,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,46,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,47,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,53,adulto mayor,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,26,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,59,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,34,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,39,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
SECUNDARIA,FAMILIARES,47,adulto maduro,NO_CLIENTE,BAJO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,32,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,36,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,41,adulto maduro,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,44,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,58,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,59,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,29,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,46,adulto maduro,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,54,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,58,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,40,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,44,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,32,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,34,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,40,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
SECUNDARIA,FAMILIARES,51,adulto mayor,NO_CLIENTE,BAJO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,35,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,52,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,46,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,60,adulto mayor,NO_CLIENTE,MEDIO_A,SIN COMPROBANTE,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,25,joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,54,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,38,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,43,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,45,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,40,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,45,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,26,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
SECUNDARIA,FAMILIARES,47,adulto maduro,NO_CLIENTE,BAJO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,31,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,25,joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,47,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,40,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,51,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,47,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,26,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,55,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,32,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,36,adulto maduro,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,60,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,31,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,44,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,58,adulto mayor,NO_CLIENTE,MEDIO_A,SIN COMPROBANTE,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,25,joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,28,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,34,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,51,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,55,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,31,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,38,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,48,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,39,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,49,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,36,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,49,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,48,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,55,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,42,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,52,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,34,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,56,adulto mayor,NO_CLIENTE,MEDIO_B,SIN COMPROBANTE,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,28,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,29,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,40,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,49,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,56,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,35,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,55,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,45,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,41,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,37,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,55,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,30,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,42,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,52,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,25,joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,51,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,41,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,48,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,49,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,58,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,43,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,57,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,36,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,32,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,49,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,25,joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,40,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,55,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,27,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,39,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,33,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,44,adulto maduro,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,43,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,52,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,52,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,45,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,50,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,30,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,41,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,47,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,57,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,40,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,48,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,43,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,34,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,37,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,43,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,51,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,28,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,56,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,60,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,59,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,31,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,56,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,47,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,45,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,49,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,35,adulto joven,NO_CLIENTE,BAJO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,30,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,30,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,58,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,52,adulto mayor,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,54,adulto mayor,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,41,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,28,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,29,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,51,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,42,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,37,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,34,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,49,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,28,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,48,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,41,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,28,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,35,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,44,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,40,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,57,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,48,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,35,adulto joven,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,39,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,41,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,45,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,25,joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,49,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,33,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,29,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,57,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,50,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,42,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,39,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
